Vmag,Plx,e_Plx,B-V,Amag,target
4.55,17.63,0.54,1.177,15.781261,0
7.3,0.87,0.88,0.894,11.997597,1
7.05,2.11,0.83,1.236,13.671412,0
9.46,2.1,1.54,0.58,16.071096,1
8.6,3.66,1.24,0.023,16.417406,1
8.93,16.39,1.48,0.677,20.002895,1
9.11,-1.0,1.32,1.135,14.11,0
8.15,1.39,1.08,1.831,13.865074,0
7.93,9.48,1.11,0.347,17.814041,1
5.76,9.18,0.87,-0.072,15.574214,1
8.48,0.82,1.05,1.445,13.049068,0
9.32,3.1,1.46,1.065,16.776808,1
8.75,0.87,0.81,-0.08,13.447596,0
9.15,5.25,1.38,0.818,17.750797,1
7.1,17.88,0.9,0.5,18.361837,1
9.18,6.15,1.49,1.014,18.124376,1
8.8,7.42,0.76,0.454,18.15202,1
7.92,0.89,0.8,-0.056,12.66695,0
5.81,11.35,0.78,0.023,16.08498,1
6.8,6.53,0.93,1.421,15.874566,0
8.2,3.7,1.33,1.125,16.041008,0
5.55,6.34,0.64,1.27,14.560447,0
9.14,1.63,1.09,1.415,15.200939,0
7.77,2.74,1.01,0.917,14.958754,0
8.68,4.98,0.83,1.205,17.166147,0
7.48,2.41,0.74,-0.112,14.390085,1
8.45,5.78,1.08,0.416,17.25964,1
9.94,2.9,1.48,1.0,17.25199,0
8.27,1.3,1.07,1.38,13.839717,0
8.16,0.28,1.12,1.56,10.39579,1
8.89,3.3,1.02,0.996,16.48257,0
7.68,3.35,1.33,0.049,15.305223,1
8.3,12.52,1.59,0.642,18.788021,1
8.03,12.18,1.21,0.45,18.458237,1
9.06,-0.11,1.37,1.322,9.266964,0
8.39,1.52,0.88,0.902,14.299218,0
9.12,1.28,1.29,1.35,14.65605,0
8.2,9.53,1.21,0.574,18.095463,1
7.57,0.73,0.98,-0.023,11.886614,0
6.86,5.74,0.93,1.001,15.65456,0
8.85,4.52,0.91,0.592,17.125692,1
8.71,1.16,1.13,0.998,14.0322895,0
8.64,14.58,0.9,0.722,19.458788,1
8.51,2.89,1.17,1.341,15.814489,0
8.28,3.57,1.06,0.166,16.04334,1
7.45,3.17,0.89,1.071,14.9552965,0
8.73,-6.96,6.16,0.362,17.943047,0
8.66,21.09,1.23,0.743,20.280384,1
8.98,-0.25,1.23,0.075,10.9697,1
6.48,31.4,1.01,0.489,18.964647,1
6.2,6.16,0.59,-0.038,15.147903,1
6.68,15.39,1.12,0.347,17.616194,0
7.91,8.48,0.98,0.432,17.55198,1
9.56,21.78,1.01,1.05,21.25029,1
5.87,5.86,0.98,-0.061,14.709488,0
5.76,2.92,0.49,-0.071,13.086914,0
8.16,8.55,1.03,0.394,17.81983,1
8.78,4.02,1.39,0.169,16.80113,1
6.58,11.33,0.94,0.144,16.85115,1
8.61,93.79,1.21,1.409,23.470783,1
7.01,3.36,0.58,-0.067,14.641697,1
6.07,13.6,0.66,0.19,16.737696,1
8.23,1.08,0.83,1.51,13.397119,0
8.16,4.63,0.7,0.921,16.487904,0
6.73,7.05,0.7,0.031,15.970945,1
6.45,6.94,0.6,0.099,15.656797,1
5.78,2.31,1.0,1.646,12.598061,0
7.4,2.35,0.81,0.1,14.25534,1
7.26,6.54,0.95,0.537,16.337889,0
7.68,1.67,0.99,1.563,13.793582,0
6.11,8.8,0.7,1.106,15.832413,0
7.64,5.72,1.05,0.868,16.42698,0
8.11,2.39,0.95,1.057,15.001989,0
5.45,7.14,0.96,-0.041,14.718492,0
8.08,0.39,0.98,0.093,11.035322,1
6.04,3.15,0.79,1.484,13.531553,0
9.74,1.27,0.93,-0.048,15.259018,1
7.7,4.18,1.0,0.971,15.805881,0
7.69,1.64,0.59,-0.016,13.764219,0
9.78,7.87,1.54,0.771,19.259872,0
5.36,11.68,0.5,0.884,15.697214,0
8.6,1.11,1.31,1.412,13.826615,0
7.38,5.58,0.89,1.108,16.11317,0
8.6,0.75,0.93,1.5,12.9753065,0
8.08,2.64,1.22,1.161,15.18802,0
9.71,15.99,1.52,1.115,20.72924,1
2.68,88.17,0.75,0.58,17.406605,1
7.33,2.81,0.99,1.358,14.573532,0
8.64,1.63,0.76,1.079,14.700939,0
8.07,2.4,0.64,-0.054,14.971056,0
8.32,3.65,1.05,0.099,16.131464,1
8.66,1.57,1.21,1.5,14.639499,0
8.49,1.47,0.79,-0.085,14.326587,1
8.0,36.16,1.0,0.78,20.791142,1
7.76,1.22,1.09,1.595,13.191799,0
8.43,2.45,1.42,1.537,15.375831,0
7.95,2.62,1.02,1.702,15.041507,0
9.22,13.48,1.13,0.618,19.86845,1
9.26,5.74,1.37,0.534,18.05456,1
6.27,1.76,1.09,1.763,12.497564,0
8.91,2.16,1.35,1.218,15.582269,0
6.38,1.73,2.16,-0.049,12.5702305,1
7.23,5.43,1.01,1.022,15.903999,0
8.99,11.09,0.83,0.659,19.214657,1
7.49,2.48,0.81,-0.087,14.462257,1
8.12,3.12,0.9,1.349,15.590773,0
7.07,19.28,0.79,0.644,18.495535,0
9.24,14.36,2.22,0.8,20.025772,1
5.09,3.81,0.56,-0.098,12.994625,0
9.26,0.77,1.31,0.198,13.692453,1
9.21,5.21,1.04,0.466,17.79419,1
7.41,2.64,0.58,0.048,14.51802,1
7.18,1.96,0.88,1.491,13.641281,0
8.11,4.65,0.78,1.459,16.447266,0
9.14,8.41,1.42,0.493,18.76398,1
6.28,0.95,0.51,-0.099,11.168618,1
9.55,0.61,1.43,1.201,13.476649,1
8.13,8.92,0.8,0.468,17.881824,1
7.7,1.1,0.83,0.008,12.906963,0
5.46,6.86,0.75,0.064,14.641621,1
8.7,3.74,1.38,0.406,16.564358,1
8.63,5.75,1.05,0.97,17.42834,0
2.83,81.24,0.62,0.315,17.378849,0
6.4,25.47,1.06,0.471,18.430145,1
10.03,4.47,1.1,0.461,18.281536,1
7.17,11.04,0.73,0.376,17.384846,1
8.96,19.13,1.56,1.0,20.368576,1
7.94,4.29,0.62,1.017,16.102287,0
7.92,5.51,0.61,1.123,16.62576,0
3.96,6.53,0.47,-0.18,13.034566,1
6.6,5.55,1.08,-0.038,15.321465,1
5.63,5.38,0.57,1.548,14.283912,0
7.59,2.37,0.65,-0.046,14.463741,1
4.99,-0.26,0.59,0.222,7.064866,0
8.2,11.8,0.65,0.435,18.55941,1
8.67,9.32,0.91,0.531,18.517078,1
8.81,13.41,0.78,0.724,19.447144,1
7.51,28.58,0.83,0.617,19.790312,1
7.7,3.05,1.62,1.198,15.121499,0
8.1,1.01,1.03,1.05,13.121607,0
6.18,4.87,0.88,-0.001,14.617645,1
7.47,2.69,1.01,0.172,14.618761,1
8.67,4.12,1.03,1.089,16.744486,0
7.34,6.83,0.94,0.975,16.512104,1
8.49,5.67,0.78,0.426,17.257915,0
8.29,4.39,1.05,0.208,16.502323,1
9.32,4.77,1.14,1.189,17.712591,0
7.9,18.55,0.97,0.567,19.24172,1
9.2,2.36,1.02,1.318,16.06456,0
7.84,2.18,0.6,0.004,14.532283,1
8.88,5.72,1.32,0.473,17.66698,1
5.36,4.57,1.11,1.61,13.65958,0
8.34,4.2,0.77,1.196,16.456245,0
7.58,11.71,0.63,0.446,17.922783,1
9.07,0.95,0.72,0.125,13.958618,1
8.28,0.01,0.73,0.307,3.2799997,1
6.22,2.93,0.58,1.571,13.554338,0
7.38,5.26,0.98,1.23,15.984929,0
8.85,3.98,1.5,1.217,16.849415,0
8.58,2.85,1.25,0.104,15.854224,1
6.7,6.1,0.85,0.082,15.626649,1
6.26,6.26,0.78,1.174,15.242872,0
8.42,54.91,1.15,1.043,22.118258,1
7.27,2.78,0.92,1.55,14.490225,0
8.08,7.46,3.16,0.25,17.443695,0
6.4,9.09,0.76,0.026,16.19282,1
8.19,6.06,1.0,0.133,17.102364,1
5.93,5.11,0.55,1.369,14.472105,0
7.27,2.22,0.8,1.3,14.001765,0
8.84,-0.44,1.06,1.579,12.057263,0
3.58,30.01,0.91,0.883,15.966331,0
6.77,6.37,1.07,1.77,15.790697,0
8.19,3.32,0.73,0.484,15.795691,0
8.13,9.01,1.08,0.305,17.903625,0
9.02,1.57,1.36,1.096,14.999499,0
7.36,3.67,0.91,0.436,15.183331,0
7.42,4.09,0.92,1.311,15.478617,0
8.86,4.59,2.07,0.433,17.169064,1
7.84,1.22,0.71,1.143,13.271799,0
9.35,5.9,1.12,0.646,18.204262,1
8.71,1.86,1.22,1.042,15.057565,0
9.17,6.55,1.23,1.015,18.251205,0
9.45,3.94,1.46,1.205,17.42748,0
8.51,2.34,1.09,0.013,15.356079,1
6.22,5.23,0.73,1.467,14.812508,0
9.13,1.92,1.24,1.041,15.546507,0
8.56,2.8,0.79,0.287,15.795791,1
6.03,35.5,0.66,0.506,18.781141,1
10.24,2.35,1.83,0.505,17.095339,1
6.62,6.32,1.58,0.242,15.623586,1
8.5,1.8,0.76,1.219,14.776362,0
7.62,7.38,0.58,0.096,16.960281,1
6.86,3.76,0.64,1.376,14.735939,0
5.54,3.82,0.51,1.665,13.450317,0
8.23,5.75,0.74,0.144,17.02834,1
7.32,2.91,0.79,0.507,14.639465,1
8.84,2.72,0.76,0.129,16.012844,1
8.32,1.8,1.06,1.119,14.596362,0
7.74,0.79,1.97,1.339,12.228135,0
10.06,46.22,4.48,1.365,23.384151,1
9.16,5.06,1.33,0.883,17.680752,1
5.02,4.32,0.47,1.619,13.197418,0
6.49,2.32,0.88,1.466,13.31744,0
8.04,5.86,0.94,0.883,16.879488,0
7.91,5.3,0.61,0.586,16.53138,0
7.84,2.49,0.63,-0.076,14.820997,1
9.11,5.21,1.03,0.647,17.694187,1
8.86,3.89,1.14,1.207,16.809748,0
8.26,3.84,1.15,1.16,16.181656,0
6.27,4.64,0.54,1.348,14.602591,0
9.86,15.69,1.96,0.756,20.838116,1
8.0,3.05,1.16,0.724,15.421499,0
8.42,4.25,1.26,1.399,16.561945,0
7.6,2.16,0.98,1.348,14.272268,0
6.14,0.63,1.09,1.472,10.136703,0
8.48,4.58,0.77,1.123,16.784328,0
8.23,10.21,0.97,0.452,18.275127,1
7.45,13.39,0.59,0.385,18.083902,1
8.44,8.21,0.71,0.453,18.011715,1
8.3,4.33,1.34,1.077,16.48244,0
10.04,0.38,1.97,0.141,12.938917,1
8.96,2.66,1.24,0.012,16.084408,1
8.39,-1.68,1.11,0.35,14.516546,1
8.19,2.71,0.85,1.382,15.354846,0
9.26,15.1,1.6,0.747,20.154884,1
8.53,2.01,0.73,1.659,15.04598,0
9.93,19.28,1.71,0.809,21.355536,1
7.23,3.26,0.93,0.967,14.796089,0
7.45,3.17,0.63,1.45,14.9552965,0
8.29,3.29,0.79,-0.034,15.875979,1
6.17,11.26,0.87,0.124,16.427692,1
9.52,11.49,1.34,0.594,19.8216,1
3.32,21.35,0.79,0.987,14.9669895,0
7.27,2.67,0.95,1.498,14.402556,0
8.09,1.29,0.94,-0.036,13.642949,1
9.27,4.51,1.13,1.046,17.540882,0
8.27,2.86,0.69,0.02,15.55183,1
6.98,13.2,0.92,0.504,17.58287,1
8.06,8.88,0.67,0.519,17.802065,1
6.59,8.17,0.89,0.883,16.151112,0
8.19,1.23,1.14,1.14,13.639525,0
4.89,20.62,0.96,0.413,16.461443,0
5.57,8.99,1.32,-0.018,15.3387985,1
7.61,4.19,0.91,1.035,15.721071,0
7.51,5.1,1.01,1.183,16.047852,0
6.01,2.13,0.8,1.673,12.651898,0
8.75,1.87,1.26,1.021,15.109208,0
8.38,1.0,1.34,1.423,13.38,0
7.9,1.49,0.96,1.187,13.765932,0
9.15,0.77,1.38,-0.021,13.582453,1
8.91,0.21,1.1,1.123,10.521096,0
8.6,-9.49,15.94,0.1,18.486332,1
6.59,3.4,0.7,1.211,14.247395,0
8.49,2.58,3.23,0.8,15.548098,0
7.85,3.25,0.67,1.168,15.409416,0
6.59,55.31,0.89,0.814,20.304018,1
8.86,2.49,1.27,1.063,15.840996,0
8.24,4.2,0.96,1.148,16.356247,0
8.23,5.51,0.94,0.345,16.935757,0
6.67,4.82,0.52,0.991,15.085236,0
8.15,3.0,1.11,0.256,15.535606,1
5.58,4.99,0.91,1.138,14.070503,0
8.77,5.69,1.1,0.33,17.545563,1
9.07,3.23,1.02,1.144,16.616013,1
8.91,7.11,1.28,0.866,18.169348,1
9.46,6.8,1.18,0.568,18.622543,0
9.84,5.28,1.44,0.635,18.45317,0
6.85,11.92,1.32,0.408,17.231382,1
8.99,-0.97,1.86,0.054,13.923859,0
6.78,0.88,0.85,1.583,11.502414,0
8.12,3.78,1.05,1.182,16.007458,0
8.78,2.37,1.2,1.006,15.653742,0
10.03,7.13,1.51,0.529,19.295448,1
7.59,2.64,1.12,1.188,14.69802,0
5.59,9.62,0.74,1.05,15.505876,0
6.98,4.97,0.6,1.378,15.461781,0
9.13,6.92,0.78,0.747,18.33053,1
8.15,2.1,1.11,1.367,14.761096,0
8.56,20.43,1.09,0.606,20.111343,1
8.18,3.76,0.71,1.056,16.055939,0
8.0,1.86,1.15,1.172,14.347565,0
8.2,2.34,1.23,1.499,15.04608,0
7.32,17.38,0.71,0.543,18.520248,1
7.45,2.8,0.66,-0.14,14.68579,1
9.16,14.07,0.86,0.655,19.90147,1
8.6,6.56,1.23,0.386,17.68452,1
8.85,4.42,1.43,0.485,17.07711,1
8.09,3.37,1.08,1.133,15.728149,0
7.19,4.15,1.06,1.207,15.280241,0
8.98,7.4,1.7,0.87,18.326159,1
9.31,8.13,1.66,0.469,18.860455,1
5.17,12.87,0.71,1.282,15.717894,0
8.25,6.64,1.01,0.091,17.36084,1
8.72,7.88,0.75,0.38,18.202631,1
8.71,0.31,1.35,1.049,11.166808,0
5.91,5.82,0.75,1.365,14.734614,0
8.99,1.52,0.85,1.034,14.899218,0
8.8,14.79,1.13,0.756,19.649841,1
8.91,12.04,0.76,0.566,19.313133,1
8.46,11.52,1.19,0.491,18.767262,1
8.76,3.23,1.18,1.35,16.306013,0
8.88,1.52,1.31,0.946,14.789218,0
8.41,8.17,1.21,0.46,17.971111,1
8.74,2.44,0.79,1.256,15.6769495,0
2.69,28.18,0.49,0.901,14.939705,0
8.75,0.29,1.14,1.771,11.06199,0
7.34,2.01,0.76,0.088,13.85598,1
8.23,2.92,0.84,0.029,15.556913,1
9.39,7.34,1.28,0.53,18.718481,1
6.41,10.68,0.88,-0.023,16.552856,1
10.03,4.93,1.35,0.441,18.494234,1
7.31,4.13,0.58,1.093,15.38975,0
5.8,4.0,0.61,1.561,13.810301,0
6.71,11.81,0.99,0.13,17.07125,1
7.62,6.11,0.85,0.04,16.550205,1
7.03,-0.16,0.88,0.689,8.0506,0
8.44,3.39,1.02,0.92,16.091,0
6.99,4.17,0.81,1.538,15.09068,0
7.51,6.13,0.68,0.046,16.447304,1
8.05,11.44,0.72,0.747,18.342129,1
7.65,7.45,0.61,0.174,17.010782,1
7.68,10.77,1.0,0.508,17.841078,1
9.29,14.49,1.48,0.582,20.09534,1
8.43,4.21,1.14,0.139,16.55141,1
6.59,2.47,0.52,1.68,13.553485,0
9.42,11.36,1.41,0.683,19.696892,1
8.05,1.82,1.82,1.219,14.350357,0
7.6,5.91,0.62,1.23,16.457937,0
8.47,2.86,1.31,1.025,15.751831,1
5.68,7.97,1.02,-0.016,15.187292,1
7.7,0.31,2.19,-0.087,10.156808,1
7.92,4.74,1.0,1.208,16.298893,0
6.57,4.9,0.89,1.499,15.020981,0
8.29,0.66,0.71,-0.075,12.38772,1
8.63,3.15,1.26,0.116,16.121553,1
8.57,3.35,0.79,0.322,16.195225,1
4.74,46.75,3.38,0.437,18.08891,1
8.95,1.1,1.09,1.092,14.156963,0
8.95,-0.62,1.36,1.16,12.911959,0
6.45,21.17,0.86,0.438,18.078604,1
7.77,1.81,0.85,1.376,14.058393,0
7.52,0.88,1.02,1.924,12.2424135,0
6.84,5.68,0.8,0.038,15.611742,1
5.0,10.97,0.76,0.087,15.201034,0
8.96,7.25,0.88,0.582,18.26169,1
5.51,7.77,0.65,0.087,14.962106,0
7.95,2.85,0.95,1.565,15.224224,0
7.92,2.26,0.59,0.1,14.690542,1
8.15,173.19,1.12,1.487,24.342613,1
8.44,8.65,0.69,0.856,18.12508,1
6.49,5.87,0.94,1.507,15.333191,0
8.57,3.08,1.25,0.964,16.012753,0
9.76,0.58,1.06,0.344,13.57714,0
7.71,5.27,0.85,0.132,16.319054,1
10.06,4.76,2.2,0.973,18.448036,1
8.57,1.96,0.9,1.472,15.0312805,0
6.55,7.53,0.53,0.96,15.933975,0
8.73,5.18,1.95,1.544,17.301647,0
8.71,2.54,4.14,0.102,15.734169,1
8.19,3.89,1.1,1.165,16.139748,0
8.76,3.21,1.17,1.027,16.292526,1
6.93,13.66,0.55,0.38,17.607254,1
8.76,5.11,1.05,1.066,17.302105,0
6.28,3.07,0.93,0.98,13.7156925,0
8.01,3.12,1.11,0.983,15.480773,0
8.76,2.63,1.08,0.982,15.859779,1
5.86,35.73,0.96,0.685,18.625164,1
6.36,3.16,0.78,0.614,13.858436,0
4.86,12.79,0.75,0.904,15.394354,0
8.88,0.08,1.39,0.852,8.395451,1
8.32,0.25,1.19,1.385,10.3097,0
8.39,9.75,0.68,0.334,18.335022,1
9.25,1.17,1.59,1.705,14.590929,0
9.33,3.42,1.4,1.448,17.00013,1
8.98,2.34,1.2,1.026,15.826078,0
8.79,-0.95,1.27,0.376,13.6786175,1
5.1,8.56,0.8,1.143,14.762369,0
9.28,37.93,5.0,1.281,22.174915,1
7.54,9.62,1.07,0.336,17.455875,1
8.37,2.18,1.02,1.063,15.062283,0
7.57,5.28,0.91,1.147,16.18317,0
10.98,0.4,2.3,0.4,13.990299,0
8.36,2.76,0.81,-0.018,15.564546,1
7.8,13.46,0.95,0.463,18.445225,1
8.36,0.39,1.27,0.109,11.315323,1
8.87,11.5,1.44,0.57,19.173489,1
8.45,4.89,1.14,0.891,16.896545,1
7.72,0.65,1.12,1.597,11.784567,1
7.15,3.46,0.65,1.4,14.845381,0
6.18,20.03,0.71,0.544,17.688406,1
7.69,2.16,1.36,1.208,14.362268,0
6.72,5.42,0.76,0.275,15.389996,1
7.7,8.46,0.72,0.836,17.336851,1
8.15,3.86,0.74,1.295,16.082935,0
8.69,5.22,2.21,0.331,17.27835,1
9.88,0.97,1.46,0.951,14.813859,0
7.75,3.39,0.96,1.204,15.400999,0
9.46,4.56,1.56,0.468,17.754826,1
7.0,24.38,0.82,0.651,18.93517,1
6.33,3.19,0.71,0.013,13.848953,0
8.04,6.21,0.62,1.108,17.005459,0
11.14,4.57,2.76,1.006,19.43958,0
8.5,2.39,0.86,0.944,15.39199,1
7.09,7.03,0.89,0.999,16.324776,0
10.82,-1.05,1.37,0.039,15.925946,0
8.58,3.38,1.29,1.535,16.224583,0
8.11,3.15,1.13,0.188,15.601553,0
8.73,0.59,1.3,0.181,12.584259,1
6.53,6.79,0.9,1.025,15.68935,0
4.55,5.82,0.79,1.276,13.374615,0
9.1,6.92,1.78,0.517,18.30053,1
8.22,2.57,1.19,1.032,15.269666,0
9.36,2.12,1.47,1.41,15.991679,0
6.86,7.08,0.95,0.931,16.110167,0
7.7,19.35,0.87,0.554,19.133404,1
8.55,2.69,1.19,1.491,15.698762,0
9.66,5.49,2.25,0.632,18.35786,1
8.5,3.24,0.82,1.206,16.052725,0
8.47,3.52,0.79,0.888,16.202713,0
8.37,0.51,1.04,1.331,11.90785,0
8.55,2.88,1.06,1.02,15.846963,0
8.46,1.66,1.07,1.427,14.56054,0
7.28,1.49,1.03,1.81,13.145931,0
6.62,6.4,0.62,1.174,15.6509,0
8.54,7.39,0.98,0.348,17.883223,1
7.02,2.18,0.73,1.499,13.712282,0
9.57,1.28,1.37,0.052,15.10605,1
11.44,-8.96,3.81,1.75,21.201538,0
7.83,3.1,1.01,1.812,15.286808,0
9.04,6.01,1.42,0.432,17.934372,1
8.88,5.02,1.52,0.99,17.383518,0
8.38,8.9,0.79,0.355,18.12695,1
7.32,3.52,1.01,1.626,15.052713,0
6.74,3.29,1.13,0.912,14.325979,0
8.79,2.15,1.59,1.518,15.452192,0
8.16,2.42,0.76,1.17,15.079077,1
9.0,1.79,2.04,0.632,15.264265,1
8.8,0.45,1.47,1.245,12.066063,0
7.69,6.02,1.27,0.329,16.587982,0
6.85,2.26,0.6,-0.105,13.620543,0
7.39,7.21,1.84,0.217,16.679676,0
6.5,12.75,0.66,0.163,17.027552,1
8.72,27.02,1.18,0.91,20.878428,1
8.11,3.19,0.68,1.241,15.628954,0
8.04,12.14,1.02,0.57,18.461094,1
9.7,15.69,1.84,0.91,20.678116,1
7.45,3.46,0.87,1.628,15.14538,0
10.35,17.64,2.0,0.965,21.582493,1
7.63,2.96,1.09,1.3,14.986459,0
8.58,5.82,1.35,0.486,17.404613,1
9.46,6.26,0.89,0.334,18.442871,1
4.42,10.68,0.83,1.366,14.562856,0
9.39,2.06,1.28,1.213,15.959336,0
7.4,0.39,0.89,0.188,10.355323,1
7.24,9.12,1.2,0.456,17.039974,1
8.53,2.25,0.83,1.12,15.290913,0
8.08,4.64,1.03,1.345,16.41259,0
7.53,11.07,0.83,0.488,17.750738,1
4.12,17.24,0.85,1.063,15.302686,0
8.06,4.57,0.86,1.242,16.359581,0
6.75,16.42,0.83,0.518,17.826866,1
8.27,8.97,0.74,0.475,18.033962,1
6.93,17.67,0.67,0.532,18.166183,1
6.97,9.78,0.91,0.18,16.921694,1
6.47,1.99,0.93,1.676,12.964266,0
7.93,4.86,0.87,1.006,16.36318,0
9.28,13.91,1.26,0.652,19.996635,1
8.98,2.07,1.53,1.096,15.559851,0
6.25,8.1,0.52,0.931,15.792425,0
6.65,4.11,0.84,0.012,14.71921,1
6.08,4.16,0.77,1.67,14.175467,0
8.74,35.84,1.21,0.923,21.51184,1
7.26,3.5,0.63,1.042,14.980341,0
8.07,2.8,0.7,-0.05,15.30579,1
8.44,5.96,1.02,0.549,17.31623,1
9.34,46.38,1.41,1.152,22.671654,1
8.81,7.87,1.38,0.519,18.289875,1
7.32,1.89,1.31,0.477,13.702309,1
6.7,11.81,0.76,0.237,17.061249,1
8.89,-0.84,1.37,1.716,13.511396,0
8.98,3.31,0.88,1.111,16.57914,0
6.38,3.88,0.61,1.242,14.32416,0
8.24,4.85,1.36,1.187,16.668709,0
6.28,7.03,0.86,0.916,15.514776,0
8.64,9.93,1.11,0.387,18.624746,1
4.36,14.39,0.88,0.257,15.150305,1
7.94,10.87,1.2,0.415,18.12115,1
7.42,4.59,0.82,1.098,15.729064,0
9.01,3.35,1.29,0.398,16.635223,1
9.97,61.3,2.42,1.464,23.907303,1
8.37,2.78,0.98,1.057,15.590224,0
9.15,3.36,1.05,0.448,16.781696,1
8.69,7.13,1.18,0.574,17.955448,1
7.15,6.73,0.66,1.282,16.290075,0
6.36,6.37,0.78,0.904,15.380697,0
10.35,-0.37,7.28,0.546,13.1910095,1
4.95,7.52,0.79,1.356,14.331089,0
7.8,3.84,0.96,-0.102,15.721657,1
8.25,1.37,0.89,1.434,13.933603,0
9.34,2.21,1.42,0.431,16.061962,1
8.47,7.33,0.77,0.33,17.79552,1
9.03,6.82,1.42,0.603,18.198921,1
8.66,4.99,0.71,0.417,17.150503,1
8.23,27.62,1.12,0.67,20.436117,1
8.33,4.02,0.67,0.254,16.351131,1
8.66,3.75,1.14,1.248,16.530157,0
9.77,4.54,4.29,0.9,18.055279,1
9.33,0.46,3.21,0.4,12.643789,1
8.82,32.5,1.13,0.918,21.379416,1
6.2,24.49,0.78,0.466,18.144943,1
6.78,7.4,0.91,1.004,16.12616,0
8.61,6.01,0.99,1.043,17.504372,0
7.49,2.17,0.86,-0.043,14.172298,0
8.62,0.66,0.95,1.451,12.71772,0
7.7,3.29,0.98,1.467,15.285979,0
8.15,11.75,1.13,0.497,18.500189,1
8.52,1.45,1.42,2.111,14.32684,0
7.5,14.44,0.99,0.57,18.297836,1
8.77,0.5,1.1,1.201,12.264851,0
9.02,7.66,0.98,0.651,18.441143,1
6.88,6.75,0.81,0.969,16.02652,0
7.2,6.01,0.89,1.071,16.094372,0
10.25,3.74,1.75,0.457,18.114359,1
7.37,14.09,0.85,0.443,18.114555,1
7.76,2.6,0.57,0.037,14.8348675,1
7.57,5.23,1.04,-0.038,16.162508,1
8.56,3.89,0.71,0.152,16.509748,1
7.7,4.13,0.94,0.273,15.77975,0
9.07,2.69,1.22,0.861,16.218761,1
7.87,15.71,1.87,0.492,18.85088,1
9.07,3.37,1.51,0.792,16.708149,1
8.12,3.79,0.88,1.291,16.013195,0
8.51,7.97,0.73,0.436,18.017292,1
7.78,3.01,0.68,0.06,15.1728325,1
6.6,2.07,0.86,-0.104,13.179852,0
8.49,8.72,1.2,0.423,18.192581,1
8.46,7.55,1.08,0.438,17.849735,1
8.01,5.37,0.72,0.401,16.659872,0
6.45,7.36,0.54,1.102,15.784389,0
8.2,4.29,1.11,1.162,16.362286,0
8.93,5.37,0.99,1.02,17.579872,1
7.78,3.03,1.1,1.497,15.187214,0
8.72,1.95,1.28,1.285,15.170174,0
7.95,1.35,0.7,1.337,13.601669,0
8.13,7.63,0.74,0.334,17.542622,0
6.71,8.64,1.02,1.12,16.392569,0
8.41,24.51,0.99,0.725,20.356716,1
6.57,7.37,0.57,1.122,15.907337,0
9.03,4.47,0.74,0.168,17.281536,1
8.55,31.9,1.28,0.887,21.068954,1
7.87,3.59,1.05,1.11,15.645473,0
6.91,3.2,0.75,1.452,14.435749,0
6.69,9.67,0.6,0.009,16.617132,1
4.39,17.78,0.9,1.026,15.639658,0
8.42,0.56,1.04,1.048,12.16094,0
8.86,12.38,1.18,0.719,19.3236,1
8.79,6.29,1.32,0.791,17.783253,1
10.47,10.75,2.32,1.079,20.62704,1
9.01,1.82,0.97,1.334,15.310357,0
8.74,3.98,0.85,0.958,16.739414,0
8.04,9.64,1.03,0.823,17.960384,1
6.52,6.4,0.93,0.95,15.5508995,0
8.93,4.52,1.13,0.32,17.205692,0
9.28,5.41,1.4,0.48,17.945986,1
9.0,5.88,1.61,0.6,17.846886,1
4.97,55.22,0.73,0.714,18.680481,1
7.43,2.65,0.98,1.615,14.546229,0
8.72,1.6,1.91,0.302,14.740601,0
7.35,6.18,0.54,0.131,16.304943,1
8.28,6.03,1.08,0.473,17.181587,0
7.91,13.36,1.85,0.65,18.539032,1
8.81,3.49,1.25,1.08,16.524128,0
8.16,2.89,1.05,1.116,15.464489,0
8.17,1.81,0.87,0.949,14.458393,0
7.5,18.14,0.88,0.548,18.793186,1
7.86,3.51,0.95,0.318,15.586536,1
8.3,0.87,1.0,1.603,12.997597,0
8.01,7.83,0.98,0.389,17.47881,0
9.64,5.73,1.49,0.844,18.430775,1
9.29,3.14,1.38,0.236,16.774649,1
3.65,43.2,0.64,0.36,16.82742,1
7.08,3.35,0.58,1.573,14.705224,0
8.88,5.68,1.35,0.298,17.651741,1
8.04,5.01,1.02,0.349,16.539188,1
8.8,2.11,0.92,0.95,15.421412,0
7.17,-0.17,1.13,1.517,8.322245,0
4.99,13.67,0.87,1.046,15.668842,0
8.72,5.33,1.2,0.645,17.353638,1
8.59,1.08,1.19,1.462,13.757119,0
10.53,4.93,1.77,0.569,18.994234,1
8.24,3.49,0.99,0.897,15.954127,1
7.89,23.88,0.98,0.635,19.780172,1
8.87,2.57,0.7,0.05,15.919665,1
9.09,1.46,1.65,1.271,14.911764,0
8.57,0.97,1.1,0.002,13.503859,1
2.07,16.36,0.76,1.576,13.138916,0
10.01,6.78,1.63,0.765,19.16615,1
9.36,3.89,0.83,0.42,17.309748,1
7.01,2.61,0.89,-0.077,14.093203,1
7.07,6.46,0.9,1.013,16.121162,0
7.86,3.21,0.66,1.015,15.392525,0
6.12,12.51,0.84,0.913,16.606287,0
5.67,18.98,0.71,0.603,17.061481,1
8.4,5.16,1.99,0.971,16.96325,0
